step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.850011402368546,18958.578125,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,614,upper_bound
20,1,9.181837964057923,9719.0,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,614,upper_bound
30,1,8.763109809160232,6393.966796875,,,,,,,,,,,5.675e-05,fair,random_scramble,614,upper_bound
40,1,8.38533428311348,4382.322265625,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,614,upper_bound
50,1,8.055125999450684,3149.900634765625,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,614,upper_bound
60,1,7.808758100867271,2462.0712890625,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,614,upper_bound
70,1,7.633835336565971,2066.96240234375,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,614,upper_bound
80,1,7.553648549318313,1907.690185546875,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,614,upper_bound
90,1,7.506991258263588,1820.7274169921875,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,614,upper_bound
100,1,7.491098475456238,1792.0194091796875,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,614,upper_bound
