step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.905449682474137,20039.28515625,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,409,expectation
20,1,9.223287028074264,10130.3046875,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,409,expectation
30,1,8.792822390794754,6586.79931640625,,,,,,,,,,,5.675e-05,fair,random_scramble,409,expectation
40,1,8.414161974191666,4510.49267578125,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,409,expectation
50,1,8.07724833190441,3220.3603515625,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,409,expectation
60,1,7.822178995609283,2495.33642578125,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,409,expectation
70,1,7.6426450371742245,2085.251708984375,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,409,expectation
80,1,7.560252586007119,1920.3306884765625,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,409,expectation
90,1,7.513562542200089,1832.7313232421875,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,409,expectation
100,1,7.494078820943832,1797.367919921875,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,409,expectation
