step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate
17010,19,2.1939840480685233,8.970882415771484,,,,,,,,,,,5.5964690701766745e-05
17020,19,2.182587829232216,8.869229316711426,,,,,,,,,,,5.5865301011769006e-05
17030,19,2.1884829610586167,8.921669006347656,,,,,,,,,,,5.57667354233228e-05
17040,19,2.206747964769602,9.08612060546875,,,,,,,,,,,5.566899430710443e-05
17050,19,2.195380961894989,8.98342227935791,,,,,,,,,,,5.557207803068974e-05
17060,19,2.1824656665325164,8.868144035339355,,,,,,,,,,,5.547598695855246e-05
17070,19,2.2059517070651053,9.078887939453125,,,,,,,,,,,5.538072145206307e-05
17080,19,2.162367605417967,8.691691398620605,,,,,,,,,,,5.5286281869487256e-05
17090,19,2.201608431339264,9.039541244506836,,,,,,,,,,,5.5192668565984674e-05
17100,19,2.2039667211472986,9.060883522033691,,,,,,,,,,,5.5099881893607656e-05
17100,19,,,2.9115461554779234,18.38520298484394,2.759224021613275,15.787587367266847,2.7153158839256264,15.109382129088367,2.8304369446819737,16.952866671386765,2.901401570680635,18.199635577730014,5.5099881893607656e-05
17110,19,2.1900096416473387,8.935298919677734,,,,,,,,,,,5.5007922201299697e-05
17120,19,2.208587632328272,9.102850914001465,,,,,,,,,,,5.491678983489435e-05
17130,19,2.2042614705860615,9.063555717468262,,,,,,,,,,,5.482648513711382e-05
17140,19,2.189465145766735,8.930434226989746,,,,,,,,,,,5.473700844756763e-05
17150,19,2.1852650701999665,8.89300537109375,,,,,,,,,,,5.464836010275148e-05
17160,19,2.1940339379012586,8.971329689025879,,,,,,,,,,,5.456054043604591e-05
17170,19,2.2199365898966787,9.206747055053711,,,,,,,,,,,5.447354977771499e-05
17180,19,2.188398279249668,8.920913696289062,,,,,,,,,,,5.438738845490517e-05
17190,19,2.1854910142719746,8.895015716552734,,,,,,,,,,,5.4302056791644036e-05
17200,19,2.213057466596365,9.143630981445312,,,,,,,,,,,5.421755510883896e-05
17200,19,,,2.906921530049841,18.300374608539265,2.7610794208520666,15.81690683609947,2.721804998965933,15.207747454700193,2.8304585228455936,16.953232487064426,2.89590767166152,18.099922774519037,5.421755510883896e-05
17210,19,2.1932822540402412,8.964590072631836,,,,,,,,,,,5.413388372427612e-05
17220,19,2.209033240377903,9.106907844543457,,,,,,,,,,,5.4051042952619124e-05
17230,19,2.2050119638442993,9.070359230041504,,,,,,,,,,,5.396903310540791e-05
17240,19,2.196519733220339,8.993659973144531,,,,,,,,,,,5.388785449105751e-05
17250,19,2.2191171139478683,9.199206352233887,,,,,,,,,,,5.380750741485698e-05
17260,19,2.2145177155733107,9.15699291229248,,,,,,,,,,,5.372799217896819e-05
17270,19,2.192503218352795,8.957608222961426,,,,,,,,,,,5.364930908242472e-05
17280,19,2.2014277294278144,9.037907600402832,,,,,,,,,,,5.35714584211307e-05
17290,19,2.2160893812775613,9.171396255493164,,,,,,,,,,,5.349444048785967e-05
17300,19,2.1950467370450495,8.980420112609863,,,,,,,,,,,5.3418255572253616e-05
17300,19,,,2.9073681019523607,18.30854886670619,2.76279182468467,15.844014971398769,2.715433371441121,15.111157397139245,2.8337153169553306,17.008535681446094,2.8932391025968767,18.051686270377285,5.3418255572253616e-05
17310,19,2.2099225498735904,9.115010261535645,,,,,,,,,,,5.3342903960821695e-05
17320,19,2.220319641381502,9.210275650024414,,,,,,,,,,,5.326838593693934e-05
17330,19,2.2190144293010237,9.198260307312012,,,,,,,,,,,5.3194701780847e-05
17340,19,2.2102973103523254,9.118427276611328,,,,,,,,,,,5.312185176964926e-05
17350,19,2.2068540185689924,9.087084770202637,,,,,,,,,,,5.304983617731377e-05
17360,19,2.1994836062192915,9.020354270935059,,,,,,,,,,,5.297865527467009e-05
