step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.872319716215134,19386.265625,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,512,expectation
20,1,9.155300199985504,9464.470703125,,,,,,,,,,,5.449999999999998e-05,fair,temporal,512,expectation
30,1,8.593485516309737,5396.3916015625,,,,,,,,,,,5.675e-05,fair,temporal,512,expectation
40,1,8.118799266219138,3356.9873046875,,,,,,,,,,,5.900000000000001e-05,fair,temporal,512,expectation
50,1,7.75460395514965,2332.28515625,,,,,,,,,,,6.125000000000001e-05,fair,temporal,512,expectation
60,1,7.4925514370203015,1794.6248779296875,,,,,,,,,,,6.350000000000001e-05,fair,temporal,512,expectation
70,1,7.300324806571007,1480.781005859375,,,,,,,,,,,6.575000000000001e-05,fair,temporal,512,expectation
80,1,7.182424393296242,1316.0953369140625,,,,,,,,,,,6.800000000000003e-05,fair,temporal,512,expectation
90,1,7.08365620970726,1192.320068359375,,,,,,,,,,,7.025000000000004e-05,fair,temporal,512,expectation
100,1,7.005708608031273,1102.911376953125,,,,,,,,,,,7.250000000000001e-05,fair,temporal,512,expectation
