step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.815622955560684,18317.703125,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,409,expectation
20,1,9.114928305149078,9089.982421875,,,,,,,,,,,5.449999999999998e-05,fair,temporal,409,expectation
30,1,8.515589261054993,4991.9892578125,,,,,,,,,,,5.675e-05,fair,temporal,409,expectation
40,1,8.044859179854393,3117.725341796875,,,,,,,,,,,5.900000000000001e-05,fair,temporal,409,expectation
50,1,7.6928838104009625,2192.689208984375,,,,,,,,,,,6.125000000000001e-05,fair,temporal,409,expectation
60,1,7.444465309381485,1710.3702392578125,,,,,,,,,,,6.350000000000001e-05,fair,temporal,409,expectation
70,1,7.260086116194725,1422.37890625,,,,,,,,,,,6.575000000000001e-05,fair,temporal,409,expectation
80,1,7.137517753243446,1258.30126953125,,,,,,,,,,,6.800000000000003e-05,fair,temporal,409,expectation
90,1,7.037799194455147,1138.8785400390625,,,,,,,,,,,7.025000000000004e-05,fair,temporal,409,expectation
100,1,6.941884237527847,1034.7177734375,,,,,,,,,,,7.250000000000001e-05,fair,temporal,409,expectation
