step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode
10,1,9.95221675634384,20998.7265625,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble
20,1,9.213727194070817,10033.923828125,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble
30,1,8.784812402725219,6534.244140625,,,,,,,,,,,5.675e-05,fair,random_scramble
40,1,8.378024262189864,4350.404296875,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble
50,1,8.03112935423851,3075.211181640625,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble
60,1,7.767033728957176,2361.455810546875,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble
70,1,7.5958640486001965,1989.9481201171875,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble
80,1,7.509885561466217,1826.0050048828125,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble
90,1,7.478791189193726,1770.099853515625,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble
100,1,7.47154515683651,1757.320068359375,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble
100,1,,,7.508338356018067,1823.181545820871,7.498687815851842,1805.6714857483448,7.452876906054529,1724.8181542017144,7.499226604698899,1806.6446235406677,7.450883367955695,1721.3830886024602,7.250000000000001e-05,fair,random_scramble
110,1,7.464954677224159,1745.7767333984375,,,,,,,,,,,7.475000000000004e-05,fair,random_scramble
120,1,7.46253442466259,1741.5562744140625,,,,,,,,,,,7.700000000000001e-05,fair,random_scramble
130,1,7.452486506104469,1724.1448974609375,,,,,,,,,,,7.925000000000003e-05,fair,random_scramble
140,1,7.44305083155632,1707.9530029296875,,,,,,,,,,,8.150000000000006e-05,fair,random_scramble
150,1,7.433266046643257,1691.32275390625,,,,,,,,,,,8.37500000000001e-05,fair,random_scramble
160,1,7.422565972805023,1673.3216552734375,,,,,,,,,,,8.60000000000001e-05,fair,random_scramble
