step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode
10,1,9.953376001119613,21023.072265625,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble
20,1,9.21387397646904,10035.3974609375,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble
30,1,8.785024958848954,6535.6337890625,,,,,,,,,,,5.675e-05,fair,random_scramble
40,1,8.379482507705688,4356.7529296875,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble
50,1,8.031072381138802,3075.038330078125,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble
60,1,7.767778810858727,2363.216552734375,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble
70,1,7.5968370854854586,1991.8856201171875,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble
80,1,7.506508865952492,1819.8489990234375,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble
90,1,7.4811477899551395,1774.276123046875,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble
100,1,7.47214583158493,1758.376220703125,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble
100,1,,,7.506788825988769,1820.3586589056054,7.503267341470981,1813.9595678343637,7.451326214469233,1722.1455659194608,7.503528674942697,1814.433678133524,7.449400783788042,1718.8328842022906,7.250000000000001e-05,fair,random_scramble
110,1,7.468087583780289,1751.2545166015625,,,,,,,,,,,7.475000000000004e-05,fair,random_scramble
120,1,7.464572381973267,1745.1092529296875,,,,,,,,,,,7.700000000000001e-05,fair,random_scramble
130,1,7.4508346110582355,1721.2994384765625,,,,,,,,,,,7.925000000000003e-05,fair,random_scramble
140,1,7.442559921741486,1707.1143798828125,,,,,,,,,,,8.150000000000006e-05,fair,random_scramble
150,1,7.431146562099457,1687.74169921875,,,,,,,,,,,8.37500000000001e-05,fair,random_scramble
160,1,7.42071396112442,1670.2254638671875,,,,,,,,,,,8.60000000000001e-05,fair,random_scramble
170,1,7.410618996620178,1653.4490966796875,,,,,,,,,,,8.825000000000011e-05,fair,random_scramble
180,1,7.415778404474258,1662.0028076171875,,,,,,,,,,,9.050000000000011e-05,fair,random_scramble
190,1,7.395884981751442,1629.26611328125,,,,,,,,,,,9.275000000000013e-05,fair,random_scramble
200,1,7.377535858750344,1599.64306640625,,,,,,,,,,,9.50000000000001e-05,fair,random_scramble
200,1,,,7.423333692550659,1674.6068370378935,7.417894879460869,1665.523686621526,7.354366253038381,1563.0061310622466,7.419837003739569,1668.7614836945097,7.350682106110934,1557.2583811057373,9.50000000000001e-05,fair,random_scramble
210,1,7.369651100039482,1587.080322265625,,,,,,,,,,,9.725000000000009e-05,fair,random_scramble
220,1,7.366900208592415,1582.720458984375,,,,,,,,,,,9.950000000000009e-05,fair,random_scramble
