step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode
10,1,9.91120839715004,20155.009765625,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble
20,1,9.218987393379212,10086.845703125,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble
30,1,8.784195291996003,6530.2138671875,,,,,,,,,,,5.675e-05,fair,random_scramble
40,1,8.396661388874055,4432.24609375,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble
50,1,8.054782339930535,3148.81640625,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble
60,1,7.798623713850975,2437.244873046875,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble
70,1,7.615167024731636,2028.7337646484375,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble
80,1,7.535505199432373,1873.3907470703125,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble
90,1,7.491318061947823,1792.413330078125,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble
100,1,7.472588673233986,1759.1544189453125,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble
100,1,,,7.494515752792358,1798.1538034718133,7.489191248923243,1788.604970546271,7.450236211213216,1720.2694443203516,7.490244282356615,1790.489423401146,7.450604278910467,1720.902736473417,7.250000000000001e-05,fair,random_scramble
110,1,7.473359107971191,1760.510498046875,,,,,,,,,,,7.475000000000004e-05,fair,random_scramble
120,1,7.467841565608978,1750.82373046875,,,,,,,,,,,7.700000000000001e-05,fair,random_scramble
130,1,7.44879170358181,1717.7860107421875,,,,,,,,,,,7.925000000000003e-05,fair,random_scramble
140,1,7.44700259566307,1714.7154541015625,,,,,,,,,,,8.150000000000006e-05,fair,random_scramble
150,1,7.429874083399772,1685.5950927734375,,,,,,,,,,,8.37500000000001e-05,fair,random_scramble
160,1,7.416508302092552,1663.2156982421875,,,,,,,,,,,8.60000000000001e-05,fair,random_scramble
170,1,7.401267597079277,1638.0594482421875,,,,,,,,,,,8.825000000000011e-05,fair,random_scramble
180,1,7.3908385038375854,1621.0650634765625,,,,,,,,,,,9.050000000000011e-05,fair,random_scramble
190,1,7.390878149867058,1621.129150390625,,,,,,,,,,,9.275000000000013e-05,fair,random_scramble
200,1,7.354382947087288,1563.0323486328125,,,,,,,,,,,9.50000000000001e-05,fair,random_scramble
