step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.843226838111878,18830.373046875,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,409,expectation
20,1,9.18071694970131,9708.1064453125,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,409,expectation
30,1,8.759068220853806,6368.1767578125,,,,,,,,,,,5.675e-05,fair,random_scramble,409,expectation
40,1,8.384998148679733,4380.85107421875,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,409,expectation
50,1,8.054881778359412,3149.131591796875,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,409,expectation
60,1,7.805911064147949,2455.0712890625,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,409,expectation
70,1,7.6353283554315565,2070.050537109375,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,409,expectation
80,1,7.553109669685364,1906.66259765625,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,409,expectation
90,1,7.505857092142105,1818.6632080078125,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,409,expectation
100,1,7.488643166422844,1787.625,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,409,expectation
