step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.51472247838974,13557.875,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,409,expectation
20,1,8.693300348520278,5962.82861328125,,,,,,,,,,,5.449999999999998e-05,fair,temporal,409,expectation
30,1,8.036644947528838,3092.22119140625,,,,,,,,,,,5.675e-05,fair,temporal,409,expectation
40,1,7.600281783938408,1998.7589111328125,,,,,,,,,,,5.900000000000001e-05,fair,temporal,409,expectation
50,1,7.314226424694061,1501.5101318359375,,,,,,,,,,,6.125000000000001e-05,fair,temporal,409,expectation
60,1,7.170544311404228,1300.5521240234375,,,,,,,,,,,6.350000000000001e-05,fair,temporal,409,expectation
70,1,7.0670248687267305,1172.65380859375,,,,,,,,,,,6.575000000000001e-05,fair,temporal,409,expectation
80,1,6.986440902948379,1081.8643798828125,,,,,,,,,,,6.800000000000003e-05,fair,temporal,409,expectation
90,1,6.902438244223594,994.697021484375,,,,,,,,,,,7.025000000000004e-05,fair,temporal,409,expectation
100,1,6.808112254738807,905.160400390625,,,,,,,,,,,7.250000000000001e-05,fair,temporal,409,expectation
