step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate
10,1,9.590143808722496,14619.9765625,,,,,,,,,,,5.2249999999999996e-05
20,1,8.726372188329696,6163.32568359375,,,,,,,,,,,5.449999999999998e-05
30,1,7.968643996119499,2888.937744140625,,,,,,,,,,,5.675e-05
40,1,7.458410395681858,1734.388671875,,,,,,,,,,,5.900000000000001e-05
50,1,7.1520811632275585,1276.7601318359375,,,,,,,,,,,6.125000000000001e-05
60,1,6.980700533092022,1075.671630859375,,,,,,,,,,,6.350000000000001e-05
70,1,6.863423474133015,956.6363525390625,,,,,,,,,,,6.575000000000001e-05
80,1,6.748658864200115,852.9139404296875,,,,,,,,,,,6.800000000000003e-05
90,1,6.651605588197708,774.026123046875,,,,,,,,,,,7.025000000000004e-05
100,1,6.578504158556461,719.4622802734375,,,,,,,,,,,7.250000000000001e-05
100,1,,,6.47547686253975,649.0286512797562,6.462471295709728,640.642318495043,6.458561405173061,638.1423676085068,6.463999183195634,641.621896027977,6.468154560887919,644.2936245176663,7.250000000000001e-05
110,1,6.475538177788257,649.0684814453125,,,,,,,,,,,7.475000000000004e-05
120,1,6.383089889585972,591.75341796875,,,,,,,,,,,7.700000000000001e-05
130,1,6.3135082319378855,551.9779052734375,,,,,,,,,,,7.925000000000003e-05
140,1,6.255630375444889,520.937744140625,,,,,,,,,,,8.150000000000006e-05
150,1,6.171319098770619,478.8172607421875,,,,,,,,,,,8.37500000000001e-05
160,1,6.092626602947712,442.5823669433594,,,,,,,,,,,8.60000000000001e-05
170,1,6.0359803378582,418.20855712890625,,,,,,,,,,,8.825000000000011e-05
180,1,5.97135758548975,392.0376281738281,,,,,,,,,,,9.050000000000011e-05
190,1,5.902546179294586,365.96820068359375,,,,,,,,,,,9.275000000000013e-05
200,1,5.87476926445961,355.9425048828125,,,,,,,,,,,9.50000000000001e-05
200,1,,,5.773959989603719,321.8095753160775,5.7591518750119794,317.0792919747926,5.743671376126892,312.2085444207455,5.759909346899311,317.31956161177794,5.759877884383661,317.30957809715886,9.50000000000001e-05
210,1,5.834186969697475,341.7867736816406,,,,,,,,,,,9.725000000000009e-05
220,1,5.77178235501051,321.10955810546875,,,,,,,,,,,9.950000000000009e-05
230,1,5.731822034716606,308.5309143066406,,,,,,,,,,,0.00010175000000000007
240,1,5.703132379055023,299.8049621582031,,,,,,,,,,,0.00010400000000000005
250,1,5.658033561706543,286.58447265625,,,,,,,,,,,0.00010625000000000002
260,1,5.620083999633789,275.9125061035156,,,,,,,,,,,0.00010850000000000006
270,1,5.565512458980083,261.25909423828125,,,,,,,,,,,0.00011075000000000004
280,1,5.531571745872498,252.54055786132812,,,,,,,,,,,0.00011300000000000001
290,1,5.505321623384953,245.99752807617188,,,,,,,,,,,0.00011525000000000004
300,1,5.471317638456822,237.7733154296875,,,,,,,,,,,0.00011750000000000004
300,1,,,5.371977863946306,215.28825776692642,5.362569575209812,213.2722620816447,5.344734438646893,209.502241512136,5.363553533157014,213.48221629495674,5.37225662666112,215.34828047178644,0.00011750000000000004
310,1,5.432385148108006,228.69403076171875,,,,,,,,,,,0.00011975000000000002
320,1,5.403553755581379,222.19468688964844,,,,,,,,,,,0.00012200000000000002
330,1,5.357129426300526,212.11520385742188,,,,,,,,,,,0.00012425000000000007
340,1,5.345102047920227,209.5792236328125,,,,,,,,,,,0.00012650000000000007
350,1,5.32547113597393,205.50511169433594,,,,,,,,,,,0.00012875000000000007
360,1,5.3040290623903275,201.14559936523438,,,,,,,,,,,0.00013100000000000004
370,1,5.25458270907402,191.44161987304688,,,,,,,,,,,0.00013325000000000004
380,1,5.241401262581348,188.9346466064453,,,,,,,,,,,0.00013550000000000004
390,1,5.19169769436121,179.7734832763672,,,,,,,,,,,0.00013775000000000007
400,1,5.163399045169354,174.7574920654297,,,,,,,,,,,0.00014000000000000001
400,1,,,5.061232809824486,157.7849152639772,5.034044647889539,153.5528254999617,5.030699788197561,153.04007086757022,5.037858426949401,154.13956017748274,5.071508127980394,159.41456370818202,0.00014000000000000001
410,1,5.143524417281151,171.31854248046875,,,,,,,,,,,0.00014225000000000002
420,1,5.118882910907269,167.14859008789062,,,,,,,,,,,0.00014450000000000007
430,1,5.069527198374272,159.0990753173828,,,,,,,,,,,0.0001467500000000001
440,1,5.055272963643074,156.84735107421875,,,,,,,,,,,0.00014900000000000015
450,1,5.054459378123283,156.71981811523438,,,,,,,,,,,0.0001512500000000001
460,1,5.046786424517632,155.52186584472656,,,,,,,,,,,0.00015350000000000015
470,1,5.0022098302841185,148.74147033691406,,,,,,,,,,,0.00015575000000000018
480,1,4.984505286812782,146.13124084472656,,,,,,,,,,,0.0001580000000000002
490,1,4.940182997286319,139.7958526611328,,,,,,,,,,,0.00016025000000000024
500,1,4.9254035785794255,137.7449188232422,,,,,,,,,,,0.0001625000000000003
500,1,,,4.829867093857021,125.19432045474277,4.800151330077517,121.52880709104971,4.782690160399747,119.42519121435356,4.8048445456611875,122.10050849194575,4.828484995923437,125.02140916084129,0.0001625000000000003
510,1,4.911505112051964,135.84373474121094,,,,,,,,,,,0.0001647500000000003
520,1,4.900611005723476,134.37184143066406,,,,,,,,,,,0.0001670000000000003
530,1,4.883166812360287,132.0481719970703,,,,,,,,,,,0.00016925000000000027
540,1,4.817479039728641,123.65298461914062,,,,,,,,,,,0.00017150000000000027
550,1,4.820407827198506,124.01566314697266,,,,,,,,,,,0.00017375000000000027
