step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.870396029949188,19348.9921875,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,204,expectation
20,1,9.162223470211028,9530.2265625,,,,,,,,,,,5.449999999999998e-05,fair,temporal,204,expectation
30,1,8.602696532011032,5446.3251953125,,,,,,,,,,,5.675e-05,fair,temporal,204,expectation
40,1,8.085849851369858,3248.178955078125,,,,,,,,,,,5.900000000000001e-05,fair,temporal,204,expectation
50,1,7.713299971818924,2237.91455078125,,,,,,,,,,,6.125000000000001e-05,fair,temporal,204,expectation
60,1,7.446577352285385,1713.987060546875,,,,,,,,,,,6.350000000000001e-05,fair,temporal,204,expectation
70,1,7.253250336647033,1412.6888427734375,,,,,,,,,,,6.575000000000001e-05,fair,temporal,204,expectation
80,1,7.128700974583626,1247.2559814453125,,,,,,,,,,,6.800000000000003e-05,fair,temporal,204,expectation
90,1,7.030258882045746,1130.3228759765625,,,,,,,,,,,7.025000000000004e-05,fair,temporal,204,expectation
100,1,6.937781062722206,1030.4808349609375,,,,,,,,,,,7.250000000000001e-05,fair,temporal,204,expectation
