step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.812128841876984,18253.80859375,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,307,expectation
20,1,9.117768651247024,9115.8349609375,,,,,,,,,,,5.449999999999998e-05,fair,temporal,307,expectation
30,1,8.527083879709243,5049.701171875,,,,,,,,,,,5.675e-05,fair,temporal,307,expectation
40,1,8.034767693281173,3086.423095703125,,,,,,,,,,,5.900000000000001e-05,fair,temporal,307,expectation
50,1,7.67773559987545,2159.72412109375,,,,,,,,,,,6.125000000000001e-05,fair,temporal,307,expectation
60,1,7.431034365296364,1687.5526123046875,,,,,,,,,,,6.350000000000001e-05,fair,temporal,307,expectation
70,1,7.2381701409816745,1391.5452880859375,,,,,,,,,,,6.575000000000001e-05,fair,temporal,307,expectation
80,1,7.125474411249161,1243.2379150390625,,,,,,,,,,,6.800000000000003e-05,fair,temporal,307,expectation
90,1,7.022809314727783,1121.934326171875,,,,,,,,,,,7.025000000000004e-05,fair,temporal,307,expectation
100,1,6.924635365605354,1017.0233764648438,,,,,,,,,,,7.250000000000001e-05,fair,temporal,307,expectation
