step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.901662749052047,19963.5390625,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,307,expectation
20,1,9.216876423358917,10065.5703125,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,307,expectation
30,1,8.788768857717514,6560.14990234375,,,,,,,,,,,5.675e-05,fair,random_scramble,307,expectation
40,1,8.405759978294373,4472.7548828125,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,307,expectation
50,1,8.069718262553215,3196.201416015625,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,307,expectation
60,1,7.818832495808602,2487.0,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,307,expectation
70,1,7.6349264025688175,2069.218505859375,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,307,expectation
80,1,7.554121997952461,1908.59375,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,307,expectation
90,1,7.5089210897684096,1824.244384765625,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,307,expectation
100,1,7.491853931546212,1793.3734130859375,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,307,expectation
