step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.871000027656555,19360.6953125,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,307,expectation
20,1,9.155858087539674,9469.751953125,,,,,,,,,,,5.449999999999998e-05,fair,temporal,307,expectation
30,1,8.589772254228592,5376.38916015625,,,,,,,,,,,5.675e-05,fair,temporal,307,expectation
40,1,8.098794004321098,3290.497314453125,,,,,,,,,,,5.900000000000001e-05,fair,temporal,307,expectation
50,1,7.729031193256378,2273.3984375,,,,,,,,,,,6.125000000000001e-05,fair,temporal,307,expectation
60,1,7.467814055085182,1750.7752685546875,,,,,,,,,,,6.350000000000001e-05,fair,temporal,307,expectation
70,1,7.265067562460899,1429.482177734375,,,,,,,,,,,6.575000000000001e-05,fair,temporal,307,expectation
80,1,7.15426784157753,1279.55517578125,,,,,,,,,,,6.800000000000003e-05,fair,temporal,307,expectation
90,1,7.05788339972496,1161.98291015625,,,,,,,,,,,7.025000000000004e-05,fair,temporal,307,expectation
100,1,6.964438405632973,1058.3204345703125,,,,,,,,,,,7.250000000000001e-05,fair,temporal,307,expectation
