step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.845179414749145,18867.1875,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,409,upper_bound
20,1,9.178982806205749,9691.2890625,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,409,upper_bound
30,1,8.758233946561813,6362.86474609375,,,,,,,,,,,5.675e-05,fair,random_scramble,409,upper_bound
40,1,8.379098290205002,4355.07861328125,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,409,upper_bound
50,1,8.043291279673577,3112.841064453125,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,409,upper_bound
60,1,7.7988309353590015,2437.75048828125,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,409,upper_bound
70,1,7.626028579473496,2050.888916015625,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,409,upper_bound
80,1,7.546237716078759,1893.60546875,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,409,upper_bound
90,1,7.503205716609955,1813.847900390625,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,409,upper_bound
100,1,7.4807944864034654,1773.6492919921875,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,409,upper_bound
