step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.89714440703392,19873.537109375,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,204,expectation
20,1,9.216654598712921,10063.34375,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,204,expectation
30,1,8.786463636159898,6545.04638671875,,,,,,,,,,,5.675e-05,fair,random_scramble,204,expectation
40,1,8.402021032571792,4456.0654296875,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,204,expectation
50,1,8.060645547509193,3167.332763671875,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,204,expectation
60,1,7.811351725459099,2468.465087890625,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,204,expectation
70,1,7.630697375535965,2060.486083984375,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,204,expectation
80,1,7.54937744140625,1899.559814453125,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,204,expectation
90,1,7.505587643384933,1818.1732177734375,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,204,expectation
100,1,7.482247325778007,1776.2281494140625,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,204,expectation
