step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.513105565309525,13535.9638671875,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,307,expectation
20,1,8.694053250551224,5967.32275390625,,,,,,,,,,,5.449999999999998e-05,fair,temporal,307,expectation
30,1,8.041907453536988,3108.536376953125,,,,,,,,,,,5.675e-05,fair,temporal,307,expectation
40,1,7.593963214755059,1986.16943359375,,,,,,,,,,,5.900000000000001e-05,fair,temporal,307,expectation
50,1,7.3010349661111835,1481.832763671875,,,,,,,,,,,6.125000000000001e-05,fair,temporal,307,expectation
60,1,7.158538830280304,1285.0318603515625,,,,,,,,,,,6.350000000000001e-05,fair,temporal,307,expectation
70,1,7.046391662955284,1148.7061767578125,,,,,,,,,,,6.575000000000001e-05,fair,temporal,307,expectation
80,1,6.977171882987022,1071.8826904296875,,,,,,,,,,,6.800000000000003e-05,fair,temporal,307,expectation
90,1,6.886313590407371,978.786376953125,,,,,,,,,,,7.025000000000004e-05,fair,temporal,307,expectation
100,1,6.793599602580071,892.1190795898438,,,,,,,,,,,7.250000000000001e-05,fair,temporal,307,expectation
