step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode
10,1,9.536822539567947,13860.83203125,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble
20,1,8.751421815156936,6319.66796875,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble
30,1,8.268199193477631,3897.92236328125,,,,,,,,,,,5.675e-05,fair,random_scramble
40,1,7.892872598767281,2678.126708984375,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble
50,1,7.639533847570419,2078.77490234375,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble
60,1,7.540683850646019,1883.1171875,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble
70,1,7.500307211279869,1808.5977783203125,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble
80,1,7.490469163656234,1790.8917236328125,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble
90,1,7.468161171674728,1751.383056640625,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble
100,1,7.454857471585274,1728.2374267578125,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble
100,1,,,7.482064437866211,1775.903236057983,7.471617597775673,1757.4472302569075,7.432610421562897,1690.213990608144,7.473462992923323,1760.693409168046,7.434285052739737,1693.046846985116,7.250000000000001e-05,fair,random_scramble
110,1,7.454181975126266,1727.0709228515625,,,,,,,,,,,7.475000000000004e-05,fair,random_scramble
120,1,7.4433958619833,1708.542724609375,,,,,,,,,,,7.700000000000001e-05,fair,random_scramble
130,1,7.420975461602211,1670.6627197265625,,,,,,,,,,,7.925000000000003e-05,fair,random_scramble
140,1,7.420051100850105,1669.1187744140625,,,,,,,,,,,8.150000000000006e-05,fair,random_scramble
150,1,7.3975019454956055,1631.9027099609375,,,,,,,,,,,8.37500000000001e-05,fair,random_scramble
160,1,7.384683683514595,1611.117919921875,,,,,,,,,,,8.60000000000001e-05,fair,random_scramble
170,1,7.366643902659416,1582.314453125,,,,,,,,,,,8.825000000000011e-05,fair,random_scramble
180,1,7.35471136868,1563.5458984375,,,,,,,,,,,9.050000000000011e-05,fair,random_scramble
190,1,7.360668906569481,1572.888671875,,,,,,,,,,,9.275000000000013e-05,fair,random_scramble
200,1,7.319593089818954,1509.58935546875,,,,,,,,,,,9.50000000000001e-05,fair,random_scramble
200,1,,,7.361958980560303,1574.9187782427462,7.357680453531422,1568.1948402142896,7.303423321105915,1485.3761533877844,7.358674050808236,1569.7537686823268,7.30837549853422,1492.7502434781704,9.50000000000001e-05,fair,random_scramble
210,1,7.330530896782875,1526.192138671875,,,,,,,,,,,9.725000000000009e-05,fair,random_scramble
220,1,7.309195247292519,1493.97412109375,,,,,,,,,,,9.950000000000009e-05,fair,random_scramble
230,1,7.300433725118637,1480.9420166015625,,,,,,,,,,,0.00010175000000000007,fair,random_scramble
240,1,7.289192616939545,1464.387939453125,,,,,,,,,,,0.00010400000000000005,fair,random_scramble
250,1,7.2809183448553085,1452.32080078125,,,,,,,,,,,0.00010625000000000002,fair,random_scramble
260,1,7.265727236866951,1430.4251708984375,,,,,,,,,,,0.00010850000000000006,fair,random_scramble
270,1,7.2579322963953015,1419.318603515625,,,,,,,,,,,0.00011075000000000004,fair,random_scramble
280,1,7.2465676218271255,1403.2801513671875,,,,,,,,,,,0.00011300000000000001,fair,random_scramble
290,1,7.233779776096344,1385.449462890625,,,,,,,,,,,0.00011525000000000004,fair,random_scramble
300,1,7.228130874037743,1377.64501953125,,,,,,,,,,,0.00011750000000000004,fair,random_scramble
300,1,,,7.254181385040283,1414.0050035662966,7.247505510345149,1404.5967225385969,7.18260523836854,1316.3331566155953,7.250612915385525,1408.9681618726809,7.191971298300958,1328.719928927054,0.00011750000000000004,fair,random_scramble
310,1,7.218235227465629,1364.079345703125,,,,,,,,,,,0.00011975000000000002,fair,random_scramble
320,1,7.2081026285886765,1350.327880859375,,,,,,,,,,,0.00012200000000000002,fair,random_scramble
330,1,7.2128321588039395,1356.72900390625,,,,,,,,,,,0.00012425000000000007,fair,random_scramble
340,1,7.184115570783615,1318.322509765625,,,,,,,,,,,0.00012650000000000007,fair,random_scramble
350,1,7.195242440700531,1333.073486328125,,,,,,,,,,,0.00012875000000000007,fair,random_scramble
360,1,7.185860499739647,1320.6253662109375,,,,,,,,,,,0.00013100000000000004,fair,random_scramble
370,1,7.165397116541863,1293.8753662109375,,,,,,,,,,,0.00013325000000000004,fair,random_scramble
380,1,7.173357185721398,1304.215576171875,,,,,,,,,,,0.00013550000000000004,fair,random_scramble
390,1,7.156052947044373,1281.841552734375,,,,,,,,,,,0.00013775000000000007,fair,random_scramble
400,1,7.15865404009819,1285.18017578125,,,,,,,,,,,0.00014000000000000001,fair,random_scramble
400,1,,,7.194317436218261,1331.8409488738034,7.171513179280202,1301.8129896099513,7.1164231430682845,1232.0357272550018,7.178443383910998,1310.866153926056,7.130952974018244,1250.067681484618,0.00014000000000000001,fair,random_scramble
410,1,7.150618574023246,1274.894287109375,,,,,,,,,,,0.00014225000000000002,fair,random_scramble
420,1,7.149034708738327,1272.8763427734375,,,,,,,,,,,0.00014450000000000007,fair,random_scramble
430,1,7.127331700921059,1245.549072265625,,,,,,,,,,,0.0001467500000000001,fair,random_scramble
440,1,7.11881106197834,1234.9813232421875,,,,,,,,,,,0.00014900000000000015,fair,random_scramble
450,1,7.110830044746399,1225.163818359375,,,,,,,,,,,0.0001512500000000001,fair,random_scramble
