step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.853091341257095,19017.05078125,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,819,upper_bound
20,1,9.189240849018097,9791.2109375,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,819,upper_bound
30,1,8.767870688438416,6424.4794921875,,,,,,,,,,,5.675e-05,fair,random_scramble,819,upper_bound
40,1,8.393478745222092,4418.1591796875,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,819,upper_bound
50,1,8.062913697957992,3174.52685546875,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,819,upper_bound
60,1,7.812894976139068,2472.27685546875,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,819,upper_bound
70,1,7.641235288977623,2082.314697265625,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,819,upper_bound
80,1,7.5595665067434314,1919.013427734375,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,819,upper_bound
90,1,7.510785067081452,1827.6478271484375,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,819,upper_bound
100,1,7.493160992860794,1795.7197265625,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,819,upper_bound
