step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.895546633005143,19841.81640625,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,102,expectation
20,1,9.214717537164688,10043.87109375,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,102,expectation
30,1,8.780999737977982,6509.38427734375,,,,,,,,,,,5.675e-05,fair,random_scramble,102,expectation
40,1,8.396289604902268,4430.59814453125,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,102,expectation
50,1,8.05798028409481,3158.904296875,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,102,expectation
60,1,7.80389184653759,2450.118408203125,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,102,expectation
70,1,7.621573659777641,2041.772216796875,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,102,expectation
80,1,7.541888025403023,1885.38671875,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,102,expectation
90,1,7.495774593949318,1800.4190673828125,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,102,expectation
100,1,7.47705710530281,1767.03271484375,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,102,expectation
