step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.898564118146897,19901.77734375,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,204,upper_bound
20,1,9.216504859924317,10061.8369140625,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,204,upper_bound
30,1,8.783084082603455,6522.96240234375,,,,,,,,,,,5.675e-05,fair,random_scramble,204,upper_bound
40,1,8.398485726118087,4440.33935546875,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,204,upper_bound
50,1,8.060650357604027,3167.350830078125,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,204,upper_bound
60,1,7.806663835048676,2456.92041015625,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,204,upper_bound
70,1,7.623761022090912,2046.2440185546875,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,204,upper_bound
80,1,7.545055934786797,1891.368408203125,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,204,upper_bound
90,1,7.499329176545143,1806.829833984375,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,204,upper_bound
100,1,7.480361196398735,1772.880615234375,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,204,upper_bound
