step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.533856964111328,13819.7958984375,,,,,,,,,,,5.2249999999999996e-05,fair,random_scramble,102,expectation
20,1,8.749094271659851,6304.97314453125,,,,,,,,,,,5.449999999999998e-05,fair,random_scramble,102,expectation
30,1,8.257168945670127,3855.163818359375,,,,,,,,,,,5.675e-05,fair,random_scramble,102,expectation
40,1,7.882262426614761,2649.8603515625,,,,,,,,,,,5.900000000000001e-05,fair,random_scramble,102,expectation
50,1,7.630638769268989,2060.365234375,,,,,,,,,,,6.125000000000001e-05,fair,random_scramble,102,expectation
60,1,7.534212666749954,1870.9705810546875,,,,,,,,,,,6.350000000000001e-05,fair,random_scramble,102,expectation
70,1,7.495148456096649,1799.292236328125,,,,,,,,,,,6.575000000000001e-05,fair,random_scramble,102,expectation
80,1,7.488921943306923,1788.1236572265625,,,,,,,,,,,6.800000000000003e-05,fair,random_scramble,102,expectation
90,1,7.466596901416779,1748.64599609375,,,,,,,,,,,7.025000000000004e-05,fair,random_scramble,102,expectation
100,1,7.453335669636727,1725.6097412109375,,,,,,,,,,,7.250000000000001e-05,fair,random_scramble,102,expectation
