step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.87322968840599,19403.912109375,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,409,expectation
20,1,9.156161940097808,9472.6337890625,,,,,,,,,,,5.449999999999998e-05,fair,temporal,409,expectation
30,1,8.583006310462952,5340.13330078125,,,,,,,,,,,5.675e-05,fair,temporal,409,expectation
40,1,8.106011945009232,3314.335205078125,,,,,,,,,,,5.900000000000001e-05,fair,temporal,409,expectation
50,1,7.741911739110947,2302.87109375,,,,,,,,,,,6.125000000000001e-05,fair,temporal,409,expectation
60,1,7.482302796840668,1776.326416015625,,,,,,,,,,,6.350000000000001e-05,fair,temporal,409,expectation
70,1,7.288496187329292,1463.3681640625,,,,,,,,,,,6.575000000000001e-05,fair,temporal,409,expectation
80,1,7.166046085953712,1294.71533203125,,,,,,,,,,,6.800000000000003e-05,fair,temporal,409,expectation
90,1,7.072118344902992,1178.64208984375,,,,,,,,,,,7.025000000000004e-05,fair,temporal,409,expectation
100,1,6.977853092551231,1072.61328125,,,,,,,,,,,7.250000000000001e-05,fair,temporal,409,expectation
