step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate
10,1,9.907591724395752,20082.25390625,,,,,,,,,,,5.2249999999999996e-05
20,1,9.162868314981461,9536.373046875,,,,,,,,,,,5.449999999999998e-05
30,1,8.547317922115326,5152.9130859375,,,,,,,,,,,5.675e-05
40,1,7.981640228629113,2926.72802734375,,,,,,,,,,,5.900000000000001e-05
50,1,7.592699459195137,1983.6612548828125,,,,,,,,,,,6.125000000000001e-05
60,1,7.3323635965585705,1528.991455078125,,,,,,,,,,,6.350000000000001e-05
70,1,7.114712324738503,1229.9296875,,,,,,,,,,,6.575000000000001e-05
80,1,6.986266168951988,1081.675048828125,,,,,,,,,,,6.800000000000003e-05
90,1,6.8787768393754956,971.4375610351562,,,,,,,,,,,7.025000000000004e-05
100,1,6.804288774728775,901.706298828125,,,,,,,,,,,7.250000000000001e-05
100,1,,,6.749052103718199,853.2495869685523,6.734394959882649,840.8345914925259,6.725197575101922,833.1365673285569,6.735103872185982,841.4308808129482,6.734527127770918,840.9457301691876,7.250000000000001e-05
110,1,6.7409099578857425,846.33056640625,,,,,,,,,,,7.475000000000004e-05
120,1,6.69283746778965,806.6075439453125,,,,,,,,,,,7.700000000000001e-05
130,1,6.627548599243164,755.6276245117188,,,,,,,,,,,7.925000000000003e-05
140,1,6.58261131644249,722.4231567382812,,,,,,,,,,,8.150000000000006e-05
150,1,6.507826182246208,670.36767578125,,,,,,,,,,,8.37500000000001e-05
160,1,6.46887857913971,644.7603759765625,,,,,,,,,,,8.60000000000001e-05
170,1,6.398864036798477,601.161865234375,,,,,,,,,,,8.825000000000011e-05
180,1,6.354812571406365,575.2545166015625,,,,,,,,,,,9.050000000000011e-05
190,1,6.305215814709664,547.4197387695312,,,,,,,,,,,9.275000000000013e-05
200,1,6.249829092621804,517.9243774414062,,,,,,,,,,,9.50000000000001e-05
200,1,,,6.1891609684595155,487.43695961187836,6.171198428897014,478.75952166721845,6.160905196865188,473.8568144616751,6.1716390809885775,478.97053454001434,6.179047289600038,482.53202401881765,9.50000000000001e-05
210,1,6.227251788973808,506.3620910644531,,,,,,,,,,,9.725000000000009e-05
220,1,6.172943747043609,479.59576416015625,,,,,,,,,,,9.950000000000009e-05
230,1,6.131480166316033,460.1167297363281,,,,,,,,,,,0.00010175000000000007
240,1,6.106044089794159,448.5608215332031,,,,,,,,,,,0.00010400000000000005
250,1,6.072421607375145,433.7297058105469,,,,,,,,,,,0.00010625000000000002
260,1,6.029805728793145,415.6342468261719,,,,,,,,,,,0.00010850000000000006
270,1,6.000736498832703,403.7261047363281,,,,,,,,,,,0.00011075000000000004
280,1,5.981147634983063,395.8945007324219,,,,,,,,,,,0.00011300000000000001
290,1,5.956710848212242,386.3373107910156,,,,,,,,,,,0.00011525000000000004
300,1,5.932386744022369,377.0534362792969,,,,,,,,,,,0.00011750000000000004
300,1,,,5.870966185329012,354.5914158367899,5.834657539175441,341.94761033568534,5.8526812385579206,348.16664794554,5.834550569085853,341.91103412548847,5.875868945961016,356.33416131188255,0.00011750000000000004
310,1,5.9046894967556,366.7532653808594,,,,,,,,,,,0.00011975000000000002
320,1,5.88431336581707,359.35601806640625,,,,,,,,,,,0.00012200000000000002
330,1,5.868295526504516,353.645751953125,,,,,,,,,,,0.00012425000000000007
340,1,5.839046403765678,343.4516906738281,,,,,,,,,,,0.00012650000000000007
350,1,5.81660121679306,335.8287353515625,,,,,,,,,,,0.00012875000000000007
360,1,5.791372013092041,327.4619445800781,,,,,,,,,,,0.00013100000000000004
370,1,5.780551555752754,323.9377746582031,,,,,,,,,,,0.00013325000000000004
380,1,5.760084819793701,317.37518310546875,,,,,,,,,,,0.00013550000000000004
390,1,5.7484554022550585,313.7057800292969,,,,,,,,,,,0.00013775000000000007
400,1,5.711758348345756,302.4022521972656,,,,,,,,,,,0.00014000000000000001
400,1,,,5.666950430375489,289.1514011581552,5.63531592061173,280.1474076721063,5.618899460556682,275.58592310209156,5.6364329934195485,280.46052757970415,5.6440141387345495,282.5948195610958,0.00014000000000000001
410,1,5.700968503952026,299.1570739746094,,,,,,,,,,,0.00014225000000000002
420,1,5.690177097916603,295.94598388671875,,,,,,,,,,,0.00014450000000000007
430,1,5.676894977688789,292.041259765625,,,,,,,,,,,0.0001467500000000001
440,1,5.648281222581863,283.80322265625,,,,,,,,,,,0.00014900000000000015
450,1,5.639101767539978,281.2100830078125,,,,,,,,,,,0.0001512500000000001
460,1,5.626877015829086,277.79315185546875,,,,,,,,,,,0.00015350000000000015
470,1,5.606311982870102,272.138671875,,,,,,,,,,,0.00015575000000000018
480,1,5.619801777601242,275.8347473144531,,,,,,,,,,,0.0001580000000000002
490,1,5.582030248641968,265.6103210449219,,,,,,,,,,,0.00016025000000000024
500,1,5.558414560556412,259.41119384765625,,,,,,,,,,,0.0001625000000000003
500,1,,,5.496066899308953,243.7314243816437,5.464614938949834,236.18489199426395,5.450012520781175,232.76108023996883,5.46552432816805,236.39977367928407,5.475061444842439,238.66513122151588,0.0001625000000000003
510,2,5.555756869254174,258.7227478027344,,,,,,,,,,,0.0001647500000000003
520,2,5.507336869835854,246.49386596679688,,,,,,,,,,,0.0001670000000000003
530,2,5.516470339894295,248.7554931640625,,,,,,,,,,,0.00016925000000000027
540,2,5.510057985782623,247.1654510498047,,,,,,,,,,,0.00017150000000000027
550,2,5.482666420936584,240.4871063232422,,,,,,,,,,,0.00017375000000000027
