step,epoch,train_loss,train_perplexity,val_loss,val_perplexity,learning_rate,grad_norm,time_elapsed_seconds,tokens_per_second
180,1,7.215361338295042,1360.164794921875,,,9.050000000000011e-05,0.043277569115161896,490.13475823402405,70869.26122654231
190,1,6.683167138230056,798.8450317382812,,,9.275000000000013e-05,0.04227127879858017,508.6167109012604,70934.79338729302
200,1,7.403067585453391,1641.0106201171875,,,9.50000000000001e-05,0.04108455404639244,527.0924763679504,70958.81177057355
210,1,6.97156297210604,1065.8873291015625,,,9.725000000000009e-05,0.045446399599313736,545.5651848316193,70970.76155449872
220,1,7.145230247080326,1268.0433349609375,,,9.950000000000009e-05,0.05052239075303078,564.0408713817596,70958.95190186567
230,1,6.7955398572608825,893.8516845703125,,,0.00010175000000000007,0.05826261639595032,582.5140042304993,70968.72307362489
240,1,6.938715854287148,1031.4449462890625,,,0.00010400000000000005,0.045728303492069244,600.9940481185913,70941.0122705039
250,1,7.015660838689655,1113.9425048828125,,,0.00010625000000000002,0.05353137105703354,619.4762127399445,70934.92610155614
260,1,7.129018015007023,1247.6510009765625,,,0.00010850000000000006,0.04244787245988846,637.9428534507751,70994.51734259877
270,1,6.737769096624106,843.676513671875,,,0.00011075000000000004,0.041679397225379944,656.4074795246124,71001.01996138826
280,1,6.648072033352219,771.2960205078125,,,0.00011300000000000001,0.05771365016698837,674.8784637451172,70977.9984201801
290,1,6.956984328757971,1050.461181640625,,,0.00011525000000000004,0.047118499875068665,693.3513045310974,70970.02585553672
300,1,6.59268136806786,729.7349853515625,,,0.00011750000000000004,0.045514751225709915,711.8189539909363,70989.98400195163
310,1,6.366513472259976,582.02490234375,,,0.00011975000000000002,0.03558548912405968,730.2764191627502,71028.70792879106
320,1,6.646156234710361,769.8197021484375,,,0.00012200000000000002,0.04771144315600395,748.7407414913177,71002.75217679737
330,1,6.385603116825223,593.2423095703125,,,0.00012425000000000007,0.05798489600419998,767.2010445594788,71018.20922351623
340,1,6.653167663607746,775.2362060546875,,,0.00012650000000000007,0.05393670126795769,785.6694490909576,70987.20286171923
350,1,6.377392588090151,588.3916625976562,,,0.00012875000000000007,0.0472375713288784,804.1403770446777,70976.58629998662
360,1,6.851795324659906,945.576904296875,,,0.00013100000000000004,0.057164572179317474,822.5945580005646,71041.8196107102
370,1,6.772533167153597,873.5216674804688,,,0.00013325000000000004,0.04407968744635582,841.034107208252,71097.06110657619
380,1,6.562267254479229,707.8748168945312,,,0.00013550000000000004,0.05702834203839302,859.4789593219757,71077.42040369842
390,1,6.562517304066569,708.0517578125,,,0.00013775000000000007,0.05662570521235466,877.9214494228363,71086.40155092014
400,1,6.686417002603411,801.4456176757812,,,0.00014000000000000001,0.054458752274513245,896.3665490150452,71075.65146244735
410,1,6.060334009106737,428.51861572265625,,,0.00014225000000000002,0.04979803413152695,914.8142709732056,71066.48654056992
420,1,6.47265058955818,647.1968383789062,,,0.00014450000000000007,0.05134803056716919,933.2830641269684,70984.49618003507
430,1,6.312979543395341,551.6863403320312,,,0.0001467500000000001,0.04659232124686241,951.7714786529541,70908.94005534463
440,1,6.512340468261391,673.4006958007812,,,0.00014900000000000015,0.04816553741693497,970.2312562465668,71019.72116873649
450,1,6.225792219932191,505.62353515625,,,0.0001512500000000001,0.05458050221204758,988.6913750171661,71018.09454583185
460,1,6.597853608336299,733.5191040039062,,,0.00015350000000000015,0.03919440880417824,1007.1434578895569,71049.2619662945
470,1,6.595835069427267,732.0400390625,,,0.00015575000000000018,0.04908003658056259,1025.5972414016724,71043.96328259364
480,1,6.578567061526701,719.507568359375,,,0.0001580000000000002,0.05350535362958908,1044.0998620986938,70854.7246033898
490,1,6.292413686146029,540.4562377929688,,,0.00016025000000000024,0.05765257030725479,1062.5444226264954,71078.84297201813
500,1,6.2760133413597945,531.6648559570312,0.35338129825890063,1.423874020576477,0.0001625000000000003,0.05660787224769592,1080.9355595111847,71286.414071954
510,1,6.244401986151933,515.1210327148438,,,0.0001647500000000003,0.04234419763088226,1123.7827496528625,30593.41089551423
520,1,6.183473198488355,484.67236328125,,,0.0001670000000000003,0.05300508812069893,1142.1766653060913,71275.2578027658
530,1,6.103371118428186,447.36334228515625,,,0.00016925000000000027,0.046847518533468246,1160.5635216236115,71302.76707425436
540,1,6.678271939745173,794.944091796875,,,0.00017150000000000027,0.05886970832943916,1178.9389970302582,71347.0772183035
550,1,6.174644919577986,480.41241455078125,,,0.00017375000000000027,0.05681299790740013,1197.3154003620148,71343.37828236577
560,1,6.171462622657418,478.885986328125,,,0.00017600000000000027,0.059822019189596176,1215.7091279029846,71276.64024750359
570,1,6.633749282173812,760.3276977539062,,,0.00017825000000000024,0.049673061817884445,1234.1059112548828,71264.6648442377
580,1,6.066512106079609,431.1741638183594,,,0.0001805000000000003,0.04386899620294571,1252.639752626419,70736.51975474149
590,1,6.596803731191903,732.7493286132812,,,0.00018275000000000032,0.061941441148519516,1271.1968865394592,70653.26271877332
600,1,6.098044994380325,444.9869079589844,,,0.00018500000000000043,0.048900917172431946,1289.7694306373596,70590.17822537848
610,1,6.171104528568685,478.7145080566406,,,0.0001872500000000004,0.04887641593813896,1308.3609890937805,70517.68836701206
620,1,6.6888376182876526,803.3878173828125,,,0.00018950000000000043,0.04862093925476074,1326.959754228592,70489.631753236
630,1,5.978089526295662,394.685546875,,,0.00019175000000000046,0.04979545995593071,1345.5354216098785,70578.63532750779
640,1,6.120624304655939,455.14886474609375,,,0.00019400000000000046,0.05450247600674629,1364.002478837967,70993.21549492447
650,1,5.927542715734307,375.2313232421875,,,0.00019625000000000054,0.06640873104333878,1382.4163963794708,71198.41048338269
660,1,5.797812175843864,329.57763671875,,,0.00019850000000000054,0.051800645887851715,1400.8223028182983,71228.83382769313
670,1,5.697985144471749,298.2658386230469,,,0.00020075000000000062,0.051719240844249725,1419.2085890769958,71304.21254970181
680,1,5.672596124419942,290.7884216308594,,,0.0002030000000000006,0.04509863257408142,1437.6205458641052,71204.73654571427
690,1,6.106068526115268,448.5717468261719,,,0.00020525000000000063,0.05098334699869156,1456.0367920398712,71188.71977140084
700,1,6.301613557711244,545.451171875,,,0.00020750000000000063,0.04674648120999336,1474.4377841949463,71247.46504109513
710,1,6.2454470753669735,515.6597290039062,,,0.0002097500000000006,0.05435614287853241,1492.8747928142548,71107.49392601619
720,1,5.969491092301905,391.30645751953125,,,0.00021200000000000065,0.04566146805882454,1511.2512683868408,71343.01165028468
730,1,5.665610526874661,288.76416015625,,,0.0002142500000000007,0.05518302693963051,1529.6666548252106,71191.2088091504
740,1,5.687602107878774,295.1849365234375,,,0.00021650000000000074,0.048498671501874924,1548.0787553787231,71204.37318167681
750,1,5.707870716531761,301.2289123535156,,,0.00021875000000000082,0.04483649134635925,1566.5052917003632,71148.61680242978
760,1,5.969529491849244,391.3215637207031,,,0.00022100000000000076,0.055621013045310974,1584.9304797649384,71153.95965792412
770,1,5.983845126919914,396.9638671875,,,0.00022325000000000074,0.04802294448018074,1603.358773946762,71142.311755034
780,1,5.706471445923671,300.8077697753906,,,0.00022550000000000074,0.049607302993535995,1621.7884845733643,71135.71143525103
790,1,5.82740096449852,339.47528076171875,,,0.0002277500000000007,0.05220995098352432,1640.1973314285278,71217.49906245858
800,1,6.28652018988505,537.2803344726562,,,0.00023000000000000068,0.046440284699201584,1658.63046169281,71122.82731122876
810,1,5.834827239927836,342.0057067871094,,,0.00023225000000000074,0.04323602467775345,1677.0582275390625,71143.06391941609
820,1,5.829133986448869,340.0640563964844,,,0.0002345000000000007,0.0601734034717083,1695.5183522701263,71019.87897255455
830,1,5.7537149880081415,315.3600769042969,,,0.0002367500000000007,0.05164525285363197,1713.9604477882385,71088.47621345258
840,1,6.180064375884831,483.0229797363281,,,0.0002390000000000006,0.04902550205588341,1732.3680164813995,71222.87625935061
850,1,5.879313931241631,357.5638427734375,,,0.0002412500000000006,0.042942751199007034,1750.7755138874054,71222.90578635197
860,1,6.155002550594508,471.06805419921875,,,0.0002435000000000006,0.04993242770433426,1769.1966559886932,71169.97369179095
870,1,6.083792155608535,438.68963623046875,,,0.00024575000000000063,0.05292409658432007,1787.6010158061981,71234.64286269144
880,1,5.902910937462002,366.1015319824219,,,0.0002480000000000006,0.047972917556762695,1806.0029962062836,71245.00253673589
890,1,5.834460492338986,341.8801574707031,,,0.00025025000000000063,0.054132428020238876,1824.4267580509186,71159.43779266962
900,1,5.9250886619556695,374.31170654296875,,,0.00025250000000000045,0.04545123130083084,1842.8299582004547,71238.74132200472
910,1,5.324158901907504,205.23561096191406,,,0.0002547500000000004,0.04340517893433571,1861.2210459709167,71290.84298199356
920,1,5.409033716162594,223.41561889648438,,,0.0002570000000000005,0.048565663397312164,1879.637038230896,71189.43419961228
930,1,5.545793990883976,256.15789794921875,,,0.00025925000000000053,0.048007335513830185,1898.0810749530792,71080.70581392391
940,1,5.697466827183962,298.1112976074219,,,0.00026150000000000066,0.047576166689395905,1916.524798631668,71082.65147135848
950,1,5.7800880276598035,323.78765869140625,,,0.00026375000000000064,0.04404887184500694,1934.9289433956146,71235.5926663477
960,1,5.811141384765506,334.0001525878906,,,0.0002660000000000007,0.05380022153258324,1953.358612537384,71137.07098255554
970,1,5.499663790175691,244.6096954345703,,,0.0002682500000000007,0.043726712465286255,1971.7647168636322,71228.88550860637
980,1,5.514647560566663,248.30242919921875,,,0.00027050000000000067,0.04870111495256424,1990.2107496261597,71073.26513940206
990,1,5.50373645639047,245.60792541503906,,,0.00027275000000000064,0.05763881653547287,2008.6164844036102,71229.81670076722
1000,1,5.866041440889239,352.8495178222656,0.3180476331152022,1.3744417428970337,0.0002750000000000006,0.05249449610710144,2027.0177755355835,71245.75872075152
1010,1,5.7245654235593975,306.3001403808594,,,0.0002772500000000007,0.049462441354990005,2071.6047735214233,29400.09283154276
1020,1,5.609198532672599,272.9254150390625,,,0.0002795000000000007,0.05095924809575081,2090.0682911872864,71006.44155462514
1030,1,5.740392888732094,311.18658447265625,,,0.0002817500000000007,0.051612939685583115,2108.4768617153168,71218.46409326083
1040,1,5.688071921863593,295.3236083984375,,,0.0002840000000000007,0.04543384909629822,2126.9061994552612,71137.62788728047
1050,1,5.7516865179874,314.72100830078125,,,0.00028625000000000064,0.05244673043489456,2145.380865097046,70963.51608828195
1060,1,5.324829118046909,205.37326049804688,,,0.0002885000000000005,0.04879606515169144,2163.8373210430145,71033.17829869229
1070,1,5.3909216930158435,219.40550231933594,,,0.0002907500000000004,0.05074813961982727,2182.30641412735,70984.29728877715
1080,1,5.382641504984349,217.59625244140625,,,0.0002930000000000004,0.04584844410419464,2200.744769334793,71104.23546773165
1090,1,6.0245229117106645,413.4443054199219,,,0.00029525000000000026,0.052847400307655334,2219.1728942394257,71143.27659056502
1100,1,5.294350281518928,199.2081298828125,,,0.0002975000000000003,0.04317940026521683,2237.608510017395,71113.4156485321
1110,1,5.416905143193435,225.18109130859375,,,0.00029975000000000027,0.04928393289446831,2256.032676935196,71157.88305135652
1120,1,5.771969450078904,321.1695861816406,,,0.00030200000000000035,0.04891584441065788,2274.4867284297943,71042.44571477662
1130,1,5.715532451122999,303.5457458496094,,,0.0003042500000000003,0.04674508422613144,2292.932915687561,71073.94141645434
1140,1,5.403545007645152,222.1926727294922,,,0.00030650000000000024,0.04377613589167595,2311.357095718384,71158.23949374752
1150,1,5.870205235946924,354.3217468261719,,,0.00030875000000000027,0.052225638180971146,2329.801505804062,71080.47145991835
1160,1,5.3749925014562905,215.938232421875,,,0.00031100000000000024,0.04718853905797005,2348.209370136261,71220.16357054935
1170,1,5.295111384103075,199.3597869873047,,,0.0003132500000000004,0.044991400092840195,2366.67267370224,71006.99183025894
1180,1,5.679583643423394,292.82745361328125,,,0.0003155000000000002,0.0501343198120594,2385.0682837963104,71270.50097621728
1190,1,5.713183480175212,302.8335876464844,,,0.0003177500000000002,0.05247645452618599,2403.4808535575867,71202.232729202
1200,1,5.510386338829994,247.2466583251953,,,0.00032000000000000013,0.050177328288555145,2421.9052538871765,71157.2770153851
1210,1,5.458124145120382,234.65682983398438,,,0.00032225000000000016,0.04536345601081848,2440.326127767563,71170.96876173184
1220,1,5.408026826195419,223.19073486328125,,,0.00032450000000000024,0.04438277706503868,2458.7411324977875,71193.25455974214
1230,1,5.595251164957881,269.1452331542969,,,0.0003267500000000003,0.05215209722518921,2477.187929391861,71070.91940312022
1240,1,6.1576903979294,472.3359680175781,,,0.00032900000000000035,0.05682627484202385,2495.562222957611,71351.39143060616
1250,1,5.209649529028684,183.0299072265625,,,0.00033125000000000027,0.047055330127477646,2513.986529111862,71156.56139045556
1260,1,5.5039252556860445,245.65431213378906,,,0.0003335000000000002,0.04967091232538223,2532.4289598464966,71087.2701919623
1270,1,5.30792518008966,201.9308319091797,,,0.00033575000000000017,0.050864364951848984,2550.8562774658203,71145.70260468683
1280,1,5.147712858626619,172.03753662109375,,,0.0003380000000000003,0.03927885740995407,2569.3028070926666,71071.90802985131
1290,1,5.410812193434685,223.81333923339844,,,0.0003402500000000002,0.04299287125468254,2587.7365226745605,71121.10855386875
1300,1,5.582841073255986,265.8257141113281,,,0.0003425000000000003,0.05072832852602005,2606.148799419403,71204.0171991857
1310,1,5.524346882663667,250.72251892089844,,,0.0003447500000000002,0.05253850668668747,2624.576595544815,71144.29485186562
1320,1,5.115763604082167,166.6279754638672,,,0.0003470000000000002,0.048686351627111435,2642.9958148002625,71176.77204795825
1330,1,5.375064182467758,215.9537811279297,,,0.00034925000000000017,0.04684615880250931,2661.386942625046,71285.39543577828
1340,1,5.435907709691674,229.5010986328125,,,0.00035150000000000014,0.05076184123754501,2679.775132894516,71297.33619861511
1350,1,5.445709312125109,231.7615966796875,,,0.00035375000000000017,0.04083871468901634,2698.1939318180084,71177.3093006235
1360,1,5.519485486485064,249.50662231445312,,,0.00035600000000000003,0.047638900578022,2716.6423358917236,71064.19912418809
1370,1,5.329979338496924,206.43373107910156,,,0.00035824999999999995,0.054552674293518066,2735.0772156715393,71116.28304377163
1380,1,5.533035257956908,252.910400390625,,,0.00036050000000000003,0.0478726401925087,2753.4972302913666,71174.09143501271
1390,1,5.314672080939635,203.29782104492188,,,0.00036274999999999995,0.04698589816689491,2771.9252264499664,71142.81902694088
1400,1,5.424497936293482,226.89743041992188,,,0.000365,0.04525315761566162,2790.292747735977,71376.81503907026
1410,1,5.200599736627192,181.3809814453125,,,0.00036725000000000006,0.04791482910513878,2808.7448875904083,71049.35011604411
1420,1,5.5818602375453334,265.56512451171875,,,0.0003695,0.04700933396816254,2827.1974477767944,71048.44383686695
1430,1,5.441450127586722,230.77659606933594,,,0.00037175,0.048576779663562775,2845.6337826251984,71111.47014628474
1440,1,5.262713024392724,193.00439453125,,,0.000374,0.044995807111263275,2864.068819999695,71116.09997248783
1450,1,5.636210290528834,280.39813232421875,,,0.0003762499999999999,0.046636175364255905,2882.504691839218,71113.41104911048
1460,1,5.352854861319065,211.21038818359375,,,0.00037849999999999993,0.04895688593387604,2900.9409658908844,71111.01759081059
1470,1,5.5112011402845384,247.44810485839844,,,0.0003807499999999999,0.049793969839811325,2919.3967475891113,71035.91898432335
1480,1,5.57250285660848,263.0918273925781,,,0.0003829999999999999,0.043081872165203094,2937.801992416382,71231.90620369893
1490,1,5.216229249257594,184.23818969726562,,,0.0003852499999999997,0.04120531305670738,2956.2262320518494,71157.97054980397
1500,1,5.38343773894012,217.7696075439453,0.29369922410696747,1.3413803577423096,0.0003874999999999997,0.055325910449028015,2974.6426939964294,71186.77383386
1510,1,5.283233435638249,197.00588989257812,,,0.0003897499999999996,0.05085865035653114,3017.424859523773,30640.104381357614
1520,1,5.612698013661429,273.8822021484375,,,0.0003919999999999996,0.046676911413669586,3035.8565418720245,71128.65311805763
1530,1,5.498029890749604,244.21029663085938,,,0.00039424999999999947,0.045921336859464645,3054.2878835201263,71130.08878170358
1540,1,4.999382798839361,148.3216094970703,,,0.00039649999999999934,0.044672127813100815,3072.71271944046,71154.80692691935
1550,1,5.3069310747087,201.7301788330078,,,0.0003987499999999992,0.05004257708787918,3091.170625448227,71027.15155349112
1560,1,5.090883927466348,162.53343200683594,,,0.000400999999999999,0.04330658167600632,3109.5763022899628,71229.31926208423
1570,1,5.056673273025081,157.0670928955078,,,0.0004032499999999991,0.052396588027477264,3127.9715633392334,71269.66203693813
1580,1,5.190703049115837,179.59474182128906,,,0.0004054999999999991,0.04506343603134155,3146.394214630127,71164.52525582552
1590,1,5.41220629895106,224.12550354003906,,,0.00040774999999999904,0.04809848964214325,3164.8164114952087,71165.70718417951
1600,1,5.079642770718783,160.7166290283203,,,0.00040999999999999896,0.04636942222714424,3183.214171886444,71260.19115442959
1610,1,4.929442878626287,138.3024444580078,,,0.00041224999999999877,0.04775092750787735,3201.5931956768036,71333.15380811988
1620,1,4.75504675321281,116.16909790039062,,,0.0004144999999999988,0.043794915080070496,3220.0323090553284,71100.7198314656
1630,1,4.888283418631181,132.72552490234375,,,0.00041674999999999866,0.04025393724441528,3238.4124748706818,71328.54565299767
1640,1,5.030681522097439,153.03729248046875,,,0.00041899999999999864,0.04621637985110283,3256.806218147278,71276.07561954462
1650,1,5.170569323690143,176.01502990722656,,,0.0004212499999999986,0.052039094269275665,3278.6214516162872,60095.67785393132
1660,1,5.1898982712998984,179.45033264160156,,,0.0004234999999999987,0.05016109719872475,3297.5263686180115,69347.675658643
1670,1,5.2825000321492555,196.86146545410156,,,0.00042574999999999856,0.04758305475115776,3315.918503522873,71283.29447506694
1680,1,5.28787167724222,197.92176818847656,,,0.0004279999999999985,0.0482361875474453,3334.324722766876,71226.56824707951
1690,1,5.305872737243772,201.51683044433594,,,0.0004302499999999985,0.04711863771080971,3352.726621866226,71244.29345568569
1700,1,5.318786861933768,204.13613891601562,,,0.0004324999999999985,0.0472208671271801,3371.1324508190155,71228.21458544063
1710,1,4.983581622922793,145.996337890625,,,0.0004347499999999984,0.04082181677222252,3389.526359796524,71274.18127030782
1720,1,4.989074980001897,146.80059814453125,,,0.00043699999999999837,0.04603542014956474,3407.9808843135834,71040.79877261406
1730,1,5.2490937415976076,190.3936004638672,,,0.0004392499999999982,0.04465165734291077,3426.4618771076202,70938.569988524
1740,1,5.287878415640444,197.92308044433594,,,0.0004414999999999981,0.0444629080593586,3444.912589788437,71055.25113729852
1750,1,5.113167579937726,166.19598388671875,,,0.00044374999999999813,0.041593872010707855,3463.336442708969,71159.24897271271
1760,1,5.370468138437718,214.96347045898438,,,0.00044599999999999805,0.0482354536652565,3481.7572882175446,71170.83239865021
1770,1,5.107672296464443,165.28515625,,,0.00044824999999999813,0.04071350023150444,3500.151443004608,71274.13691601997
1780,1,4.919681720901281,136.958984375,,,0.000450499999999998,0.041291624307632446,3518.567469358444,71189.24429858527
1790,1,5.214665919973049,183.95034790039062,,,0.00045274999999999786,0.048751842230558395,3536.996523141861,71139.27840158908
1800,1,5.146093515609391,171.75917053222656,,,0.0004549999999999977,0.048707444220781326,3555.474480867386,70950.3234110619
1810,1,5.211473530567309,183.36404418945312,,,0.00045724999999999775,0.04659399390220642,3573.933299779892,71024.6693861474
1820,1,4.822752386424691,124.30677032470703,,,0.00045949999999999767,0.04908130690455437,3592.3774144649506,71081.30227481552
1830,1,5.077338114287704,160.3466796875,,,0.0004617499999999976,0.04471611604094505,3610.8032007217407,71150.92254857153
1840,1,5.176006376929581,176.97462463378906,,,0.00046399999999999767,0.042655713856220245,3629.273093223572,70981.91892898294
1850,1,5.273052114155144,195.01026916503906,,,0.0004662499999999976,0.042657073587179184,3647.7361228466034,71007.95575029906
1860,1,5.2029773646965625,181.81272888183594,,,0.0004684999999999975,0.047521717846393585,3666.1676831245422,71129.47861757273
1870,1,5.149433602392674,172.3338623046875,,,0.00047074999999999754,0.04795902967453003,3684.6133692264557,71084.07884470838
1880,1,5.097738015803043,163.65127563476562,,,0.00047299999999999735,0.0493539534509182,3703.0685679912567,71038.04761314362
1890,1,4.79281285488978,120.64022827148438,,,0.0004752499999999973,0.03984309360384941,3721.4828016757965,71196.13300729325
1900,1,4.93199568502605,138.65597534179688,,,0.00047749999999999724,0.04286814481019974,3739.913140296936,71133.86135618122
1910,1,5.197661779820919,180.84890747070312,,,0.0004797499999999971,0.03949189931154251,3758.3327276706696,71176.83471165919
1920,1,5.170043312385678,175.9224853515625,,,0.00048199999999999713,0.0461481474339962,3776.756102323532,71161.01747205525
1930,1,4.971667183179124,144.26722717285156,,,0.00048424999999999716,0.04707550257444382,3795.2011981010437,71076.94438903008
1940,1,5.034627186320722,153.64227294921875,,,0.00048649999999999735,0.03979567810893059,3813.6170711517334,71190.28876677166
1950,1,4.772376054897904,118.19976043701172,,,0.0004887499999999973,0.04115299507975578,3832.0962991714478,70946.03101037255
1960,1,5.254317261092365,191.39077758789062,,,0.0004909999999999973,0.046445220708847046,3850.504249572754,71220.89985136333
1970,1,4.992541073216126,147.31024169921875,,,0.0004932499999999972,0.047117069363594055,3868.898817539215,71272.23712584529
1980,1,5.305610168538988,201.46389770507812,,,0.0004954999999999969,0.044823139905929565,3887.342835664749,71081.59821136153
1990,1,4.931720792688429,138.61782836914062,,,0.0004977499999999969,0.046794164925813675,3905.796755552292,71042.5769960611
2000,1,4.660107706906274,105.64745330810547,0.27669593608006837,1.3187652826309204,0.0005,0.04095511883497238,3924.268573999405,71117.81756777411
2010,1,5.144625929230824,171.50735473632812,,,0.0004999999313580344,0.040433067828416824,3968.9110004901886,29363.186904260754
2020,1,5.098281844705343,163.74034118652344,,,0.0004999997254321801,0.045610155910253525,3987.3884670734406,70947.65067137449
2030,1,4.900284631364047,134.32803344726562,,,0.0004999993822225627,0.04366163909435272,4005.832308292389,71081.14695506779
2040,1,4.910751968249679,135.74142456054688,,,0.0004999989017293915,0.035110749304294586,4024.288717985153,71033.39123119082
2050,1,4.7349243823438885,113.85484313964844,,,0.0004999982839529601,0.04270071163773537,4042.709747314453,71166.47274095312
2060,1,4.931267374381423,138.55499267578125,,,0.0004999975288936447,0.03871917352080345,4061.305206298828,70490.94050499317
2070,1,5.26705777850002,193.84481811523438,,,0.0004999966365519066,0.045143526047468185,4079.8055086135864,70861.16236315062
2080,1,5.050264404760673,156.063720703125,,,0.0004999956069282901,0.05062800273299217,4098.238610267639,71122.86227610572
2090,1,4.92087408080697,137.12242126464844,,,0.0004999944400234234,0.03701076656579971,4116.692876338959,71041.83705334266
2100,1,4.76006552549079,116.75357818603516,,,0.0004999931358380187,0.03772645443677902,4135.144515037537,71051.50618010385
2110,1,5.197787789127323,180.87167358398438,,,0.0004999916943728714,0.04109329730272293,4153.552165746689,71221.53465205504
2120,1,4.7528424626681955,115.91329193115234,,,0.0004999901156288612,0.041016850620508194,4172.01461148262,71010.08362077098
2130,1,4.845436455402523,127.15878295898438,,,0.0004999883996069513,0.044110044836997986,4190.460851430893,71073.15947227519
2140,1,4.878040532069281,131.37295532226562,,,0.0004999865463081888,0.040084950625896454,4208.890899896622,71136.3097401199
2150,1,5.146938601695001,171.90444946289062,,,0.0004999845557337046,0.043058935552835464,4227.291937589645,71247.42072005232
2160,1,4.991790471645072,147.19972229003906,,,0.000499982427884713,0.04230589419603348,4245.663152456284,71363.05880682227
2170,1,5.14372824227903,171.35342407226562,,,0.0004999801627625125,0.040025774389505386,4264.0676147937775,71234.02905747524
2180,1,5.107799130864441,165.30612182617188,,,0.000499977760368485,0.04188944399356842,4282.482545614243,71193.75333875424
2190,1,4.89946620054543,134.2180938720703,,,0.0004999752207040963,0.04050415754318237,4300.9002957344055,71183.36524278179
2200,1,4.947987091983668,140.89108276367188,,,0.0004999725437708959,0.042155586183071136,4319.3285002708435,71142.35134223654
2210,1,4.551866848114878,94.80924987792969,,,0.0004999697295705177,0.03846190869808197,4337.7889177799225,71017.29272981024
2220,1,5.193100343737751,180.02584838867188,,,0.0004999667781046783,0.04504888877272606,4356.208356618881,71175.72705485518
2230,1,4.62637547403574,102.1431884765625,,,0.0004999636893751785,0.03655465319752693,4374.628298997879,71174.51069941283
2240,1,4.666468650428032,106.32161712646484,,,0.0004999604633839031,0.04006076604127884,4393.022844791412,71272.45888601424
2250,1,4.922569499909878,137.3550567626953,,,0.0004999571001328205,0.041486214846372604,4411.427431821823,71234.04105657358
2260,1,5.1036870502866805,164.62782287597656,,,0.0004999535996239825,0.04780399054288864,4429.806413650513,71333.11585944233
2270,1,4.935491885035299,139.14158630371094,,,0.0004999499618595252,0.037448540329933167,4448.193097114563,71303.07410572364
2280,1,4.563716099935118,95.93932342529297,,,0.000499946186841668,0.03809603676199913,4466.596286535263,71239.44106106213
2290,1,4.870043729944155,130.3266143798828,,,0.0004999422745727144,0.04679650068283081,4485.012517929077,71187.9067234496
2300,1,4.793966478225775,120.77946472167969,,,0.0004999382250550513,0.03880895674228668,4503.416823148727,71234.34565042373
2310,1,4.537525305710733,93.45922088623047,,,0.0004999340382911496,0.04096774756908417,4521.81514954567,71257.35462911331
2320,1,4.470974682504311,87.44188690185547,,,0.000499929714283564,0.04182593151926994,4540.258511543274,71083.88858622436
2330,1,4.671709391660988,106.88030242919922,,,0.0004999252530349329,0.03755248710513115,4558.696875810623,71103.03626839898
2340,1,4.7574469840072195,116.44822692871094,,,0.0004999206545479779,0.042053885757923126,4577.078577041626,71322.38355782359
2350,1,4.529659193777479,92.72695922851562,,,0.0004999159188255051,0.04150307923555374,4595.493746995926,71192.06065315535
2360,1,5.116553999483585,166.7596893310547,,,0.0004999110458704036,0.041153013706207275,4613.951185703278,71029.45493974563
2370,1,5.069570585526526,159.10598754882812,,,0.0004999060356856471,0.041924960911273956,4632.362197160721,71209.12948611476
2380,1,5.145362585689872,171.6336669921875,,,0.0004999008882742921,0.03751971945166588,4650.794450998306,71126.72426634838
